0.997 1
0.989 2
0.984 3
0.978 4
0.975 5
0.974 6
0.973 7
0.968 8
0.954 9
0.948 10
0.96 11
0.952 12
0.939 13
0.936 14
0.932 15
0.946 16
0.921 17
0.918 18
0.9 19
0.894 20
0.909 21
0.908 22
0.894 23
0.894 24
0.883 25
0.877 26
0.873 27
0.887 28
0.866 29
0.86 30
0.853 31
0.844 32
0.85 33
0.834 34
0.847 35
0.822 36
0.827 37
0.822 38
0.828 39
0.813 40
0.796 41
0.834 42
0.833 43
0.807 44
0.771 45
0.797 46
0.765 47
0.789 48
0.77 49
0.778 50
