792 2 20 78
793 0 18 82
794 5 16 79
795 3 17 80
796 1 19 80
797 0 25 75
798 2 23 75
799 1 27 72
800 1 21 78
801 0 21 79
802 1 22 77
803 5 19 76
804 1 21 78
805 3 20 77
806 1 22 77
807 4 20 76
808 1 20 79
809 3 21 76
810 1 18 81
811 1 12 87
812 2 18 80
813 2 20 78
814 0 23 77
815 3 24 73
816 1 23 76
817 1 27 72
818 1 22 77
819 2 25 73
820 1 23 76
821 1 22 77
822 1 23 76
823 1 19 80
824 4 26 70
825 1 20 79
826 2 25 73
827 3 12 85
828 6 18 76
829 3 25 72
830 1 23 76
831 1 22 77
832 2 24 74
833 1 18 81
834 1 20 79
835 1 13 86
836 2 14 84
837 3 25 72
838 3 17 80
839 1 26 73
840 2 20 78
841 3 25 72
842 1 18 81
843 2 26 72
844 3 12 85
845 1 15 84
846 1 14 85
847 2 19 79
848 1 16 83
849 0 20 80
850 2 19 79
851 1 18 81
852 5 17 78
853 3 22 75
854 4 24 72
855 4 16 80
856 1 23 76
857 1 18 81
858 2 10 88
859 2 19 79
860 1 20 79
861 1 22 77
862 2 21 77
863 1 23 76
864 3 19 78
865 1 22 77
866 0 16 84
867 3 20 77
868 1 24 75
869 1 20 79
870 1 19 80
871 4 18 78
872 3 26 71
873 2 20 78
874 1 19 80
875 0 29 71
876 1 19 80
877 7 21 72
878 3 24 73
879 5 17 78
880 1 18 81
881 1 14 85
882 1 23 76
883 1 18 81
884 1 27 72
885 0 18 82
886 2 16 82
887 1 21 78
888 2 16 82
889 2 20 78
890 1 20 79
891 5 25 70
892 1 17 82
893 1 18 81
894 0 23 77
895 2 24 74
896 1 25 74
897 1 24 75
898 2 21 77
899 2 19 79
900 1 25 74
901 5 15 80
902 2 17 81
903 0 22 78
904 1 19 80
905 1 16 83
906 2 24 74
907 2 24 74
908 1 22 77
909 1 18 81
910 1 18 81
911 0 11 89
912 3 34 63
913 1 25 74
914 1 24 75
915 2 23 75
916 2 26 72
917 4 20 76
918 1 17 82
919 0 26 74
920 0 24 76
921 1 13 86
922 1 28 71
923 2 20 78
924 1 27 72
925 3 11 86
926 2 20 78
927 2 17 81
928 1 28 71
929 1 27 72
930 2 26 72
931 0 26 74
932 6 20 74
933 2 23 75
934 2 17 81
935 1 27 72
936 1 17 82
937 0 19 81
938 0 18 82
939 2 20 78
940 0 22 78
941 2 23 75
942 4 15 81
943 2 22 76
944 3 18 79
945 2 13 85
946 1 21 78
947 1 23 76
948 3 16 81
949 2 17 81
950 1 22 77
951 0 20 80
952 1 18 81
953 1 21 78
954 2 19 79
955 1 23 76
956 3 15 82
957 0 18 82
958 5 15 80
959 1 17 82
960 0 22 78
961 1 18 81
962 1 18 81
963 1 13 86
964 0 19 81
965 3 17 80
966 0 22 78
967 3 17 80
968 1 19 80
969 1 23 76
970 1 18 81
971 0 17 83
972 3 18 79
973 2 22 76
974 1 16 83
975 5 19 76
976 1 20 79
977 2 14 84
978 3 22 75
979 3 15 82
980 2 19 79
981 0 25 75
982 1 28 71
983 2 22 76
984 2 15 83
985 2 21 77
986 3 24 73
987 2 15 83
988 1 23 76
989 1 28 71
990 1 23 76
991 5 28 67
992 3 16 81
993 1 18 81
994 1 22 77
995 0 16 84
996 2 28 70
997 1 24 75
998 0 29 71
999 1 26 73
1000 2 17 81
